umur,pekerjaan,status_pernikahan,kredit,saldo,cicilan,pinjaman,membership
60,technician,divorced,no,11615,yes,no,no
37,admin.,divorced,no,-165,yes,no,no
36,management,single,no,3139,no,no,no
31,technician,single,no,674,yes,yes,no
39,blue-collar,single,no,-360,yes,no,no
46,services,married,no,43,yes,no,no
30,entrepreneur,single,no,265,yes,yes,no
45,admin.,divorced,no,-121,yes,no,no
47,services,married,no,344,yes,no,no
54,admin.,single,no,2423,no,no,no
51,technician,married,no,1186,yes,no,no
31,admin.,married,no,7634,yes,yes,no
36,management,single,no,0,yes,no,no
31,blue-collar,married,no,-446,no,no,no
39,blue-collar,single,no,277,yes,no,no
38,blue-collar,married,no,648,yes,no,no
49,admin.,single,no,-1193,yes,yes,no
58,management,married,no,107,yes,no,no
28,services,married,no,468,yes,yes,no
43,blue-collar,married,no,-872,yes,yes,no
55,services,married,no,1695,yes,no,no
31,technician,married,no,-292,yes,yes,no
52,blue-collar,divorced,no,196,yes,yes,no
35,technician,single,no,914,no,no,no
41,admin.,single,no,734,yes,no,no
25,admin.,single,no,120,yes,no,no
37,management,married,no,1125,yes,no,no
31,technician,single,no,1166,yes,no,no
34,blue-collar,single,no,13683,yes,no,no
32,services,married,yes,-790,yes,no,no
46,technician,married,no,231,yes,no,no
30,admin.,single,no,3809,yes,no,no
42,management,married,no,255,yes,yes,no
33,services,married,no,34,yes,yes,no
32,technician,single,no,1279,yes,no,yes
38,management,married,yes,-562,yes,no,no
30,admin.,married,yes,-938,yes,no,no
29,technician,single,no,2893,yes,no,no
43,blue-collar,married,no,-120,yes,no,no
41,blue-collar,married,no,-256,yes,no,no
30,unemployed,single,no,-306,yes,no,no
42,technician,single,no,344,yes,no,no
37,technician,divorced,no,1772,no,no,no
31,unemployed,married,no,86,yes,yes,yes
26,services,single,no,92,yes,no,no
25,blue-collar,single,no,2096,yes,no,no
51,management,married,no,1355,yes,no,no
30,technician,married,no,418,yes,no,no
30,admin.,married,no,457,yes,no,no
28,admin.,single,no,1323,yes,no,no
27,management,single,no,450,yes,no,no
26,admin.,single,no,317,yes,no,no
54,blue-collar,divorced,no,1545,yes,no,no
25,blue-collar,married,yes,-589,yes,no,no
26,technician,single,no,3070,yes,no,no
27,blue-collar,single,no,446,yes,no,no
29,blue-collar,married,no,-475,yes,no,no
21,unemployed,married,no,2062,yes,no,no
25,admin.,single,no,407,yes,no,no
44,services,married,no,646,yes,no,no
35,admin.,single,no,182,yes,no,no
28,blue-collar,married,no,0,yes,yes,no
42,technician,married,no,-129,yes,no,no
29,technician,married,no,1761,yes,no,no
30,services,married,no,227,no,yes,no
43,technician,married,no,463,no,no,no
54,management,single,no,0,yes,no,no
41,blue-collar,single,no,948,yes,no,no
36,housemaid,married,no,191,yes,no,no
42,blue-collar,married,no,187,yes,no,no
42,services,married,no,3689,yes,no,no
36,technician,single,no,743,yes,no,no
52,management,married,no,575,no,no,no
40,blue-collar,married,no,-605,yes,yes,no
39,unemployed,married,no,0,yes,no,no
49,blue-collar,married,no,2068,yes,no,no
41,self-employed,married,no,2812,yes,no,no
48,technician,divorced,no,-154,no,no,no
50,management,married,no,1854,yes,yes,no
44,admin.,divorced,no,776,yes,no,no
45,technician,married,no,4466,yes,no,no
49,management,divorced,no,9326,yes,no,no
34,admin.,married,no,220,yes,no,no
46,blue-collar,married,no,596,yes,no,no
38,technician,single,no,12926,yes,no,no
48,services,married,no,2877,yes,no,no
47,blue-collar,married,no,-127,yes,no,no
58,retired,married,no,3909,yes,no,no
45,blue-collar,married,no,784,yes,yes,no
38,management,married,no,1221,yes,no,no
37,management,single,no,1449,no,no,no
37,blue-collar,married,no,1534,yes,no,no
37,self-employed,married,no,1510,yes,no,no
40,self-employed,married,yes,-754,yes,yes,yes
23,services,married,no,1309,yes,no,no
38,blue-collar,married,no,205,yes,no,no
43,entrepreneur,married,no,3862,yes,no,no
55,admin.,divorced,no,873,yes,yes,no
53,blue-collar,married,no,358,yes,no,no
42,entrepreneur,married,no,2869,yes,no,no
48,management,divorced,no,1669,yes,no,no
36,blue-collar,married,no,13,no,no,no
45,retired,married,no,0,no,no,no
28,entrepreneur,single,no,1734,yes,no,no
37,management,married,no,0,yes,no,no
40,retired,single,no,1734,yes,no,no
44,blue-collar,married,no,3813,yes,no,no
44,technician,married,no,497,yes,no,no
38,services,married,no,823,yes,no,no
38,blue-collar,married,no,769,yes,no,no
43,entrepreneur,married,no,0,no,no,yes
37,blue-collar,married,no,67,no,no,no
37,blue-collar,married,yes,-399,yes,yes,no
58,services,married,no,943,yes,no,no
40,self-employed,married,no,435,yes,yes,no
35,blue-collar,married,no,412,yes,no,no
26,management,single,no,-630,yes,yes,no
34,blue-collar,single,no,6141,yes,no,no
46,blue-collar,married,no,572,yes,no,no
37,blue-collar,married,no,907,yes,no,no
24,blue-collar,married,no,1073,yes,no,no
33,services,married,no,334,yes,no,no
32,technician,single,no,471,yes,no,no
36,blue-collar,married,no,16402,yes,no,no
48,services,divorced,no,4408,yes,no,no
57,retired,married,no,519,yes,no,no
39,unemployed,married,no,270,yes,no,no
31,blue-collar,married,no,746,yes,yes,no
35,services,divorced,no,-269,yes,no,no
30,management,single,no,218,no,no,no
32,management,single,no,12686,yes,no,no
39,blue-collar,married,no,572,yes,yes,no
38,technician,married,no,27,yes,no,no
37,services,married,no,0,yes,no,no
30,admin.,married,no,-366,yes,yes,no
35,management,single,no,4788,yes,no,no
49,blue-collar,married,no,-581,yes,no,no
30,blue-collar,married,no,346,yes,no,no
23,blue-collar,single,no,1311,yes,no,no
32,admin.,single,no,725,yes,no,no
27,management,single,no,178,yes,no,yes
30,management,single,no,2186,yes,no,no
32,management,single,no,974,yes,no,no
31,admin.,single,no,1588,yes,no,no
32,services,married,no,1464,yes,no,no
32,blue-collar,married,no,931,yes,no,no
30,management,single,no,149,yes,no,no
35,blue-collar,married,no,11,no,no,no
37,technician,single,no,466,yes,no,no
30,management,single,no,234,yes,no,no
46,blue-collar,married,no,243,yes,no,no
32,management,divorced,no,-107,yes,no,no
34,management,single,no,618,yes,no,no
33,services,single,no,6531,yes,no,no
59,management,married,no,202,yes,no,no
30,services,married,no,0,yes,yes,no
31,admin.,single,no,527,yes,no,no
40,blue-collar,married,no,1698,yes,yes,no
31,admin.,single,no,2104,yes,no,no
31,technician,married,yes,859,yes,no,no
33,technician,married,no,1021,yes,no,no
27,admin.,single,no,691,yes,no,no
31,admin.,single,no,-263,yes,no,no
29,services,single,no,498,yes,no,no
44,admin.,married,no,1588,yes,no,no
36,blue-collar,single,no,35,yes,no,no
37,management,married,no,341,no,no,no
24,admin.,single,no,66,yes,no,no
51,self-employed,divorced,no,1291,yes,no,no
32,blue-collar,married,no,1780,yes,yes,no
36,technician,divorced,no,1762,yes,no,no
30,services,divorced,no,167,yes,no,no
47,admin.,married,no,0,no,no,no
37,services,single,no,278,yes,no,yes
27,blue-collar,married,no,818,yes,no,no
32,admin.,married,no,277,yes,no,no
47,management,divorced,no,-478,yes,no,no
45,blue-collar,married,no,-221,yes,yes,no
28,blue-collar,married,no,269,yes,no,no
53,entrepreneur,divorced,no,4736,yes,no,no
45,management,married,no,1373,yes,no,no
33,management,married,no,3456,yes,no,no
41,blue-collar,divorced,no,47,yes,no,no
28,blue-collar,married,no,217,yes,no,no
35,technician,married,no,2188,yes,no,no
47,management,divorced,no,17964,yes,no,no
27,services,single,no,3110,yes,no,no
30,blue-collar,single,no,855,yes,no,no
40,management,single,no,1820,yes,yes,no
34,blue-collar,single,no,-42,yes,yes,no
39,self-employed,single,no,1132,yes,no,no
26,services,single,no,76,yes,no,no
27,entrepreneur,single,no,512,yes,yes,no
45,blue-collar,married,no,7858,yes,no,no
43,entrepreneur,married,no,2589,no,no,no
34,management,single,no,340,yes,no,no
30,entrepreneur,single,no,-63,yes,no,no
45,blue-collar,married,no,147,yes,no,no
43,admin.,married,no,429,yes,yes,no
48,services,single,no,3778,yes,no,no
25,technician,single,no,-80,yes,yes,no
35,blue-collar,married,no,56,yes,no,no
29,housemaid,married,no,243,yes,no,no
38,services,married,no,-93,yes,no,no
39,blue-collar,married,no,203,yes,no,no
24,blue-collar,single,no,431,yes,no,no
43,technician,single,no,27733,yes,no,no
28,services,single,no,3575,yes,no,no
35,services,single,no,-437,yes,no,no
31,services,single,no,124,yes,no,no
23,services,single,no,425,yes,no,yes
40,blue-collar,married,no,919,yes,no,no
38,management,single,no,1602,yes,no,no
32,blue-collar,married,no,478,yes,no,no
26,technician,married,no,-488,yes,no,no
25,management,married,no,168,yes,no,yes
31,entrepreneur,single,no,0,no,no,no
32,technician,single,no,258,no,no,no
43,blue-collar,divorced,no,25,yes,no,no
39,entrepreneur,divorced,no,208,yes,no,no
36,blue-collar,married,no,-100,yes,no,no
26,blue-collar,single,yes,-36,yes,no,yes
44,services,married,no,-1621,yes,yes,no
47,blue-collar,divorced,no,126,yes,no,yes
40,blue-collar,married,no,0,yes,no,no
44,technician,married,no,8938,yes,no,no
30,management,single,no,7845,yes,no,no
34,blue-collar,married,no,765,yes,no,no
37,services,married,no,1325,no,no,no
30,management,married,no,1476,yes,yes,no
44,admin.,married,no,399,yes,yes,no
31,management,single,no,-24,yes,yes,no
41,services,married,no,146,yes,yes,no
35,blue-collar,single,no,0,yes,no,no
38,blue-collar,married,no,0,yes,no,no
31,blue-collar,married,no,60,yes,no,no
54,services,single,no,559,yes,yes,no
35,technician,divorced,no,692,yes,no,no
49,admin.,married,no,0,yes,yes,no
26,blue-collar,single,no,17891,yes,no,no
28,blue-collar,married,no,459,yes,yes,no
32,management,single,no,156,yes,no,no
33,unemployed,single,no,170,yes,no,no
27,blue-collar,single,no,6010,yes,no,no
31,blue-collar,divorced,no,-306,no,no,no
42,management,divorced,no,461,yes,no,no
39,admin.,single,no,1078,no,no,no
34,management,married,no,912,yes,no,no
25,services,single,no,895,yes,no,no
45,management,married,no,21,yes,no,no
28,management,married,no,3844,yes,no,no
49,self-employed,married,no,0,yes,no,no
48,blue-collar,married,no,-6,yes,no,no
44,blue-collar,married,no,1066,yes,no,no
51,admin.,married,no,788,yes,no,no
33,management,single,no,0,no,no,no
26,services,single,no,-224,yes,yes,no
23,blue-collar,single,yes,-207,yes,no,no
43,blue-collar,married,no,0,yes,no,no
38,admin.,divorced,no,4630,yes,no,no
57,technician,divorced,no,910,yes,no,no
40,management,single,no,1845,yes,no,no
41,blue-collar,divorced,no,2195,yes,no,no
43,blue-collar,married,no,705,yes,no,no
39,management,married,no,661,yes,no,no
37,admin.,married,no,2236,yes,no,no
27,admin.,single,no,295,yes,no,no
30,blue-collar,married,yes,-18,no,no,no
39,management,single,no,1623,yes,no,no
34,blue-collar,single,no,246,no,no,no
28,technician,single,yes,-298,yes,no,no
43,blue-collar,married,no,3131,yes,no,no
41,management,married,no,437,yes,no,no
38,management,married,no,980,no,no,no
31,blue-collar,married,no,576,yes,yes,no
34,admin.,single,no,1254,no,no,no
61,retired,married,no,296,yes,yes,no
38,blue-collar,married,no,2472,yes,no,no
31,admin.,single,no,678,yes,no,no
45,services,single,no,1893,yes,no,yes
28,blue-collar,single,no,0,yes,yes,no
45,admin.,married,no,-547,yes,no,no
39,blue-collar,married,no,766,yes,no,no
29,services,married,no,711,yes,no,no
26,technician,single,no,544,yes,yes,no
36,management,married,no,27359,yes,no,no
54,admin.,married,no,976,yes,no,no
58,technician,married,no,-205,yes,no,no
45,blue-collar,married,no,194,yes,yes,no
30,technician,single,no,256,yes,no,no
52,admin.,married,no,70,yes,no,no
28,services,single,no,302,no,no,no
42,blue-collar,married,no,1017,yes,no,no
45,services,married,no,3638,yes,yes,no
57,retired,married,no,-171,yes,no,no
52,unemployed,married,no,2251,yes,no,no
39,management,married,no,0,yes,no,no
35,admin.,married,no,-87,yes,no,yes
39,admin.,single,no,548,yes,no,no
28,admin.,married,no,1582,yes,no,no
38,blue-collar,married,no,284,yes,yes,no
38,blue-collar,single,no,10,yes,no,no
30,technician,single,no,432,yes,yes,no
31,management,single,no,-205,yes,no,no
32,services,married,no,2796,yes,no,no
44,blue-collar,married,no,2958,yes,no,no
31,technician,single,no,205,yes,no,no
28,blue-collar,married,no,5611,yes,no,no
37,admin.,married,no,1345,yes,no,no
57,retired,married,no,316,yes,no,no
36,management,married,no,0,yes,yes,no
35,admin.,single,no,2201,yes,no,no
34,blue-collar,married,no,90,yes,no,no
38,blue-collar,married,no,635,yes,no,no
58,management,divorced,no,50,yes,no,no
39,admin.,married,no,46,no,no,no
45,technician,single,no,1044,yes,no,no
48,blue-collar,married,no,750,yes,no,no
23,blue-collar,single,no,4084,yes,no,no
42,technician,divorced,no,147,yes,no,no
35,management,married,no,298,yes,no,no
29,admin.,single,no,2083,yes,no,no
48,entrepreneur,married,no,183,yes,no,no
41,management,single,no,256,yes,no,no
55,unknown,married,yes,-208,yes,no,no
27,blue-collar,married,no,1002,yes,no,no
28,blue-collar,married,no,228,yes,no,no
44,services,divorced,no,-574,yes,no,no
37,blue-collar,single,no,277,yes,no,no
57,services,single,no,1430,yes,no,no
29,self-employed,married,no,3931,yes,no,no
53,services,divorced,no,43,yes,no,no
27,technician,single,no,3,no,no,no
32,management,single,no,131,no,no,no
25,management,single,no,2399,yes,no,no
56,admin.,divorced,no,207,yes,no,no
36,blue-collar,married,no,6290,yes,no,no
34,services,single,no,654,no,no,no
42,management,married,no,-409,no,no,no
49,blue-collar,married,no,387,yes,yes,no
39,blue-collar,married,no,2615,yes,no,no
50,admin.,divorced,no,3043,yes,no,no
27,blue-collar,married,no,60,yes,no,no
27,student,single,no,298,yes,no,no
41,technician,married,no,3,yes,yes,no
33,blue-collar,married,no,-409,yes,no,no
34,management,divorced,no,224,no,no,no
30,technician,single,no,3107,yes,no,no
26,blue-collar,single,no,1802,yes,no,no
51,blue-collar,married,no,303,yes,no,no
31,technician,single,no,321,yes,no,no
51,technician,single,no,11222,yes,no,no
29,admin.,single,no,4737,yes,no,no
44,unemployed,married,yes,-505,yes,no,no
28,blue-collar,married,no,1958,yes,no,no
46,admin.,married,no,-335,yes,no,no
23,blue-collar,single,no,8627,yes,no,no
32,technician,single,no,6281,yes,no,yes
31,admin.,single,no,437,yes,yes,no
33,management,married,no,982,no,no,no
35,management,married,no,1128,yes,no,no
36,technician,single,no,7503,yes,no,no
57,admin.,divorced,no,-461,yes,yes,no
36,services,married,no,895,yes,yes,no
41,technician,married,no,-1136,yes,yes,no
41,admin.,single,no,400,yes,no,no
45,technician,married,no,1003,yes,no,no
48,blue-collar,single,no,1938,yes,no,no
29,services,single,no,-527,yes,yes,no
45,management,divorced,no,644,yes,no,yes
33,management,married,no,1165,yes,no,no
51,blue-collar,married,no,-92,yes,no,no
38,admin.,married,no,342,yes,no,no
59,management,divorced,no,1611,yes,no,no
46,technician,married,no,0,yes,no,no
31,technician,divorced,no,10787,yes,no,no
49,services,single,no,308,yes,no,no
33,services,married,no,39,yes,no,no
34,services,single,no,258,yes,no,no
42,admin.,single,no,336,yes,no,no
41,technician,single,no,454,yes,no,no
49,blue-collar,married,no,-347,yes,yes,no
24,blue-collar,married,no,-389,yes,yes,yes
48,blue-collar,married,no,160,yes,no,no
43,technician,married,no,369,yes,no,no
44,management,married,no,529,yes,no,no
44,blue-collar,married,no,924,yes,no,no
52,admin.,divorced,no,2002,no,no,no
54,blue-collar,divorced,no,215,yes,no,no
43,technician,divorced,no,365,yes,no,no
42,management,married,no,344,yes,yes,no
36,blue-collar,married,no,136,yes,no,no
41,admin.,single,no,-22,yes,no,no
31,technician,married,no,0,yes,no,no
33,services,married,no,450,yes,no,no
30,admin.,divorced,no,377,yes,no,yes
33,blue-collar,single,no,76,yes,no,yes
37,services,married,no,780,yes,no,no
27,blue-collar,single,no,1065,yes,yes,no
22,services,married,no,7982,yes,no,no
29,admin.,married,no,943,yes,no,no
28,blue-collar,single,yes,0,yes,no,no
59,retired,divorced,no,284,no,yes,no
51,technician,married,no,1446,yes,no,no
23,student,single,no,4409,yes,no,no
29,services,single,no,-565,yes,no,no
29,services,single,no,-271,yes,no,yes
60,retired,married,no,1664,yes,no,no
27,services,married,no,-1202,yes,no,no
28,admin.,single,no,-625,yes,no,no
29,management,single,no,1566,yes,no,no
38,blue-collar,married,no,5839,yes,no,yes
34,services,married,no,-211,yes,no,no
29,admin.,single,no,-309,yes,yes,no
35,management,married,no,5057,yes,no,no
28,admin.,single,no,4,no,no,no
28,management,single,no,4013,yes,no,no
29,admin.,married,no,708,yes,no,no
57,management,single,no,137,yes,no,no
26,admin.,single,no,-12,yes,no,no
39,blue-collar,married,no,1386,yes,yes,no
27,admin.,married,no,4144,yes,no,no
26,services,married,no,-285,yes,yes,no
36,management,divorced,no,3611,yes,no,no
24,technician,single,no,2019,yes,no,no
23,blue-collar,single,no,145,yes,no,no
25,services,single,no,556,yes,yes,no
24,blue-collar,single,no,0,yes,no,no
21,blue-collar,single,yes,-59,yes,yes,no
25,technician,married,no,-276,yes,no,no
34,blue-collar,married,no,587,yes,no,no
30,services,single,no,773,yes,yes,no
27,blue-collar,married,no,6196,yes,no,no
29,blue-collar,married,no,296,yes,no,no
26,blue-collar,single,no,477,yes,no,no
35,entrepreneur,married,no,2008,no,no,no
27,management,single,no,648,yes,yes,no
25,blue-collar,single,no,330,yes,no,no
23,blue-collar,single,no,492,yes,no,yes
22,student,single,no,111,yes,no,no
31,blue-collar,single,no,-173,yes,no,no
27,blue-collar,married,no,-132,yes,no,no
23,services,single,no,966,yes,no,no
24,admin.,married,no,262,yes,no,no
29,blue-collar,single,no,353,yes,no,no
24,blue-collar,single,no,476,yes,no,no
25,management,single,no,493,yes,no,no
27,admin.,divorced,no,76,yes,no,no
30,admin.,single,yes,-242,no,no,no
29,blue-collar,single,no,-37,yes,no,no
33,blue-collar,married,no,355,yes,no,no
21,blue-collar,married,yes,-426,no,no,no
30,blue-collar,married,no,578,yes,yes,no
29,technician,married,no,0,yes,no,no
48,technician,married,no,425,yes,no,no
28,services,single,no,2385,yes,no,no
25,blue-collar,single,no,2,no,no,no
28,blue-collar,married,no,509,yes,yes,no
29,blue-collar,married,no,4281,yes,no,no
26,self-employed,single,no,467,yes,yes,no
26,admin.,single,no,581,yes,yes,no
24,student,single,no,2726,yes,no,no
27,management,single,no,99,yes,no,yes
27,technician,married,no,1103,no,no,no
28,unemployed,single,no,559,yes,no,no
32,services,married,no,3756,yes,no,no
52,management,divorced,no,907,yes,no,no
27,blue-collar,married,no,-335,yes,yes,no
27,management,single,yes,-713,yes,no,yes
22,admin.,married,no,967,yes,no,no
28,management,single,no,191,yes,no,no
23,technician,single,no,-306,yes,no,no
29,services,single,no,32,yes,no,yes
29,blue-collar,married,no,-8,yes,yes,no
37,blue-collar,married,no,117,yes,no,no
60,housemaid,divorced,no,387,yes,no,no
51,services,married,no,-553,yes,no,no
29,admin.,married,no,1634,yes,no,no
26,admin.,divorced,no,-45,yes,no,no
30,unknown,single,no,13052,no,no,no
49,entrepreneur,married,no,5380,yes,no,no
31,services,single,no,-341,no,no,no
30,technician,married,no,88,no,no,no
30,self-employed,married,no,543,yes,yes,yes
32,technician,married,no,253,yes,no,no
36,blue-collar,married,no,403,yes,no,yes
47,blue-collar,married,no,1143,yes,no,no
27,entrepreneur,single,no,0,yes,no,no
26,blue-collar,married,no,178,yes,no,no
40,services,divorced,no,0,yes,no,no
43,unknown,single,no,433,no,no,no
28,technician,single,no,0,yes,no,no
27,admin.,married,no,-247,yes,yes,no
57,management,married,no,-226,yes,no,no
32,technician,divorced,no,273,yes,no,no
27,blue-collar,single,no,881,yes,no,no
38,services,married,no,43,yes,no,no
36,technician,married,no,606,yes,no,no
45,services,married,no,0,no,no,no
30,management,single,no,635,yes,no,no
48,blue-collar,single,no,2330,yes,no,no
39,blue-collar,married,no,295,yes,no,no
24,services,single,no,-141,yes,no,no
29,self-employed,married,yes,-1083,yes,no,no
35,blue-collar,married,no,300,yes,no,no
30,management,single,no,17036,yes,no,no
28,unemployed,single,no,1010,yes,no,no
50,technician,married,no,1616,yes,yes,no
41,management,single,no,4594,yes,no,no
58,housemaid,married,no,5278,yes,no,no
31,admin.,married,no,355,yes,yes,no
33,management,married,no,1808,yes,no,no
35,blue-collar,single,no,2514,yes,no,no
29,blue-collar,married,no,220,yes,no,no
29,blue-collar,married,no,25,yes,no,no
29,blue-collar,married,yes,-303,yes,yes,no
29,services,married,no,0,yes,no,no
28,blue-collar,single,no,1232,yes,no,no
26,services,single,no,128,yes,yes,no
26,blue-collar,married,yes,-82,yes,no,no
24,technician,single,no,681,yes,no,no
26,student,single,no,-147,no,no,no
47,blue-collar,married,no,554,yes,no,no
49,management,married,no,362,yes,no,no
52,blue-collar,single,no,510,yes,no,no
44,blue-collar,married,no,406,yes,no,no
39,blue-collar,married,no,518,yes,no,no
41,services,married,no,241,yes,yes,no
28,management,single,no,-227,yes,no,no
53,services,married,no,579,no,no,no
54,blue-collar,divorced,no,138,yes,no,no
29,admin.,single,no,130,no,no,no
49,blue-collar,married,no,391,yes,no,no
29,admin.,divorced,no,201,yes,no,no
27,blue-collar,married,no,373,yes,no,no
27,blue-collar,married,no,419,yes,no,yes
28,unemployed,married,no,655,yes,no,no
44,entrepreneur,married,no,-165,yes,yes,no
29,services,single,no,447,yes,yes,no
29,admin.,divorced,yes,-489,yes,no,no
35,admin.,divorced,no,437,yes,no,yes
46,blue-collar,married,no,296,yes,no,no
25,blue-collar,married,no,-507,yes,yes,no
37,unemployed,single,no,1354,yes,no,no
29,blue-collar,single,no,950,yes,no,no
51,blue-collar,married,no,568,yes,no,no
35,management,divorced,no,160,yes,no,no
50,unemployed,married,no,306,yes,no,no
28,blue-collar,single,no,1103,yes,no,no
37,blue-collar,married,no,6,yes,no,no
35,blue-collar,married,no,162,yes,no,no
57,blue-collar,married,no,2892,yes,no,no
28,management,single,no,-380,yes,no,no
32,blue-collar,divorced,no,880,yes,yes,no
30,technician,single,no,4787,yes,no,no
52,management,married,no,4096,yes,no,no
33,services,married,no,248,yes,no,no
33,blue-collar,married,no,312,yes,no,no
47,blue-collar,married,no,273,yes,no,no
37,blue-collar,married,no,311,yes,no,no
42,admin.,divorced,no,-172,yes,yes,no
26,blue-collar,single,no,3342,yes,no,no
40,services,married,no,113,yes,no,no
30,services,single,no,-97,yes,no,no
31,admin.,married,no,454,yes,no,no
26,technician,single,no,1118,yes,no,no
50,admin.,divorced,no,3423,yes,yes,no
28,admin.,single,no,710,yes,yes,no
51,blue-collar,married,no,226,yes,no,no
49,blue-collar,married,no,203,no,no,no
42,services,married,no,717,yes,no,no
36,blue-collar,married,no,138,yes,no,no
39,admin.,married,no,217,yes,no,no
33,blue-collar,married,no,934,yes,no,no
40,blue-collar,married,no,2671,yes,yes,no
23,services,single,no,500,yes,no,no
50,blue-collar,married,no,42,yes,no,no
29,student,single,no,200,yes,no,no
43,services,married,no,1450,yes,no,no
36,management,married,no,1014,yes,no,no
29,blue-collar,single,no,735,yes,no,no
29,blue-collar,married,no,356,yes,no,no
54,blue-collar,married,no,2957,yes,no,no
42,blue-collar,married,no,250,yes,no,no
49,blue-collar,married,no,266,yes,no,no
39,admin.,married,no,1577,yes,no,no
39,blue-collar,married,no,0,yes,no,no
33,blue-collar,married,no,36,yes,no,no
29,management,married,no,68,yes,no,no
27,blue-collar,single,no,0,yes,no,no
52,admin.,divorced,no,1049,no,yes,no
34,blue-collar,married,no,553,yes,no,no
44,services,divorced,no,0,yes,no,no
39,blue-collar,single,no,1790,yes,no,no
39,blue-collar,married,no,104,yes,no,no
26,blue-collar,married,no,127,yes,yes,no
27,services,single,no,1913,yes,no,no
24,management,single,no,933,yes,no,no
27,services,single,no,201,yes,no,no
41,entrepreneur,married,no,759,yes,no,no
36,unemployed,single,no,244,yes,no,no
59,blue-collar,married,no,87,no,no,no
29,blue-collar,single,no,-167,yes,no,no
38,technician,married,no,625,yes,no,no
36,blue-collar,divorced,no,-159,yes,no,no
43,management,divorced,no,350,yes,no,no
32,blue-collar,single,no,255,no,no,no
26,services,single,no,-74,yes,no,no
32,management,married,no,944,yes,yes,no
30,admin.,single,no,705,yes,no,no
25,blue-collar,divorced,no,720,yes,no,no
29,management,married,no,941,yes,no,no
29,self-employed,married,yes,0,yes,yes,no
52,admin.,married,no,531,no,no,no
44,management,married,no,7454,no,no,no
56,technician,married,no,62,no,yes,no
55,unknown,married,no,0,no,no,no
35,self-employed,married,no,182,no,yes,no
59,housemaid,married,no,0,no,no,no
41,management,married,no,5,no,no,no
36,admin.,single,no,135,no,no,no
56,retired,divorced,no,0,no,no,no
43,management,married,no,356,no,no,no
56,technician,married,no,314,yes,yes,no
48,admin.,married,no,395,no,no,no
53,retired,married,no,1630,no,no,no
39,blue-collar,single,no,-491,no,yes,no
50,unemployed,married,no,705,no,no,yes
35,blue-collar,married,no,344,no,no,no
46,services,married,no,198,no,yes,no
39,technician,married,no,9121,no,no,no
40,blue-collar,married,yes,11,yes,yes,no
49,blue-collar,married,no,1944,no,no,no
39,admin.,married,no,835,yes,no,no
56,unemployed,married,no,882,no,no,no
43,entrepreneur,married,yes,-250,no,no,no
33,blue-collar,married,no,1240,yes,no,no
53,housemaid,married,no,1903,no,no,no
51,management,divorced,no,119,no,no,no
47,entrepreneur,divorced,no,0,no,no,no
38,admin.,divorced,no,0,no,no,no
60,blue-collar,married,no,0,no,yes,no
38,management,married,no,1365,yes,no,no
38,blue-collar,married,no,-3,no,yes,no
38,management,married,no,1574,no,no,no
54,self-employed,married,no,153,yes,no,no
59,admin.,single,no,848,no,no,no
59,retired,married,no,56,no,no,no
37,technician,divorced,yes,325,yes,yes,no
40,management,single,no,-222,yes,no,no
41,technician,married,no,261,no,yes,no
51,admin.,married,no,0,no,no,no
46,technician,married,no,488,no,no,no
59,unknown,married,no,3940,no,no,no
49,entrepreneur,married,no,9824,no,no,no
48,blue-collar,married,no,257,yes,no,no
35,management,married,no,-640,yes,yes,no
36,management,married,no,0,no,no,no
50,technician,married,no,883,yes,no,no
52,unknown,married,no,8251,no,no,no
44,blue-collar,married,no,1910,yes,no,no
51,unknown,divorced,no,1649,no,no,no
36,blue-collar,married,no,1772,no,no,yes
58,blue-collar,married,no,590,no,yes,no
39,services,single,no,0,no,no,no
42,admin.,married,no,4209,yes,no,no
57,management,married,no,561,no,no,no
46,technician,single,no,2800,no,no,no
53,management,married,no,1619,no,no,no
51,admin.,married,no,2281,yes,yes,no
43,housemaid,married,no,522,no,no,no
30,entrepreneur,married,no,2551,yes,no,no
25,blue-collar,single,no,150,yes,no,no
40,blue-collar,married,no,440,yes,no,no
37,blue-collar,married,no,213,no,yes,no
53,management,married,yes,0,no,yes,no
59,retired,married,no,0,no,no,yes
55,retired,divorced,no,282,yes,no,no
37,blue-collar,married,no,-97,yes,no,no
48,services,divorced,no,0,no,no,no
44,technician,married,no,296,yes,yes,no
37,blue-collar,married,no,151,yes,no,no
42,blue-collar,divorced,no,1037,no,no,no
37,services,married,no,2132,no,no,no
37,self-employed,single,no,125,no,no,no
52,housemaid,married,no,1340,no,no,no
57,technician,married,no,67,no,no,no
23,services,married,no,2673,yes,no,no
44,services,married,no,382,no,no,no
40,blue-collar,married,no,6536,no,no,no
44,technician,married,no,533,no,no,no
59,retired,divorced,no,-88,yes,no,yes
45,management,married,no,0,no,no,no
38,admin.,single,no,13,no,no,no
48,retired,single,no,3458,no,no,no
47,entrepreneur,married,no,0,no,no,yes
60,retired,married,no,8590,no,no,no
47,unemployed,married,no,2946,no,no,no
52,housemaid,married,no,14363,no,no,no
60,housemaid,married,no,443,no,no,no
58,entrepreneur,married,no,853,no,no,yes
56,management,divorced,no,41,no,no,no
32,blue-collar,single,no,313,yes,yes,no
26,services,married,no,682,yes,yes,no
58,retired,divorced,no,219,no,no,no
